siteclust,subregion,date,species,coral_type,lat,lon,n_alive,n_dead,n_total,pct_mort,dhw,cummaxdhw
6,Lower Keys,2024-03-12,APAL,Outplant,24.546137073170733,-81.40537463414634,0,324,324,1,0,19.39
60,Biscayne,2023-07-25,ACER,Outplant,25.7277,-80.09989,24,1,25,0.04,4.64,4.64
60,Biscayne,2023-10-11,ACER,Outplant,25.7277,-80.09989,19,6,25,0.24,8.09,11.35
61,Biscayne,2023-08-10,ACER,Wild/Outplant,25.5656675,-80.10125625,104,0,104,0,8.55,8.55
61,Biscayne,2023-08-18,APAL,Outplant,25.5656675,-80.10125625,9,0,9,0,10.59,10.59
61,Biscayne,2023-11-10,ACER,Wild/Outplant,25.5656675,-80.10125625,6,98,104,0.9423076923076923,3.63,14.22
61,Biscayne,2023-11-11,APAL,Outplant,25.5656675,-80.10125625,4,5,9,0.5555555555555556,3.44,14.22
61,Biscayne,2024-03-01,APAL,Outplant,25.5656675,-80.10125625,5,95,100,0.95,0,14.22
61,Biscayne,2024-03-01,APAL,Wild,25.5656675,-80.10125625,1,11,12,0.9166666666666666,0,14.22
61,Biscayne,2024-05-01,APAL,Outplant,25.5656675,-80.10125625,2,98,100,0.98,0,14.22
62,Tortugas--Dry Tortugas NP,2023-06-30,ACER,Outplant,24.702541500000002,-82.7989565,180,0,180,0,0,0
62,Tortugas--Dry Tortugas NP,2023-08-15,APAL,Outplant,24.702541500000002,-82.7989565,11,11,22,0.5,10.22,10.22
62,Tortugas--Dry Tortugas NP,2023-09-09,ACER,Outplant,24.702541500000002,-82.7989565,14,122,136,0.8970588235294118,13.38,13.38
62,Tortugas--Dry Tortugas NP,2023-11-08,APAL,Outplant,24.702541500000002,-82.7989565,0,22,22,1,5.0200000000000005,15.51
63,Tortugas--Dry Tortugas NP,2023-11-08,APAL,Outplant,24.69355,-82.7728,0,7,7,1,5.0200000000000005,15.51
64,Tortugas--Dry Tortugas NP,2023-06-30,ACER,Outplant,24.61915,-82.920517,180,0,180,0,0,0
64,Tortugas--Dry Tortugas NP,2023-09-09,ACER,Outplant,24.61915,-82.920517,2,104,106,0.9811320754716981,12.61,12.61
65,Middle Keys,2023-08-13,ACER,Outplant,24.90038,-80.6175075,0,45,45,1,14.74,14.74
65,Middle Keys,2023-08-18,ACER,Outplant,24.90038,-80.6175075,0,155,155,1,16.11,16.11
65,Middle Keys,2023-09-20,ACER,Outplant,24.90038,-80.6175075,0,66,66,1,20.35,20.35
66,Biscayne,2024-05-01,APAL,Outplant,25.53167,-80.10287,11,89,100,0.89,0,14.22
67,Biscayne,2024-03-01,APAL,Wild,25.35629,-80.172505,0,9,9,1,0,15.6
68,Biscayne,2024-03-01,APAL,Wild,25.33529,-80.17822,0,43,43,1,0,16.740000000000002
7,Upper Keys,2023-11-27,APAL,Wild,25.159758,-80.281991,0,16,16,1,1.8,17.97
8,Middle Keys,2023-12-04,APAL,Wild,24.960605333333334,-80.45652223333333,0,28,28,1,2.0300000000000002,17.07
9,Upper Keys,2023-11-17,APAL,Wild,25.148446528571426,-80.26312043214286,156,69,225,0.30666666666666664,2.87,16.92
9,Upper Keys,2023-11-27,APAL,Wild,25.148446528571426,-80.26312043214286,42,20,62,0.3225806451612903,1.72,16.92
