data_provider,site,lat,lon,date,species,coral_type,n_alive,n_dead,n_geno,n_total,pct_mort,n_total_cat,subregion,siteclust
um,um.Paradise,25.64084,-80.09583,2023-10-20,ACER,Outplant,144,41,20,185,0.22162162162162163,"[100,1e+03)",Biscayne,57
um,um.North Dry Rocks,25.1299,-80.293816,2023-07-20,APAL,Outplant,1,124,46,125,0.992,"[100,1e+03)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-07-20,ACER,Outplant,8,0,5,8,0,"[0,10)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-09-21,APAL,Outplant,88,37,46,125,0.296,"[100,1e+03)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-09-21,ACER,Outplant,2,6,5,8,0.75,"[0,10)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-11-05,APAL,Outplant,125,0,46,125,0,"[100,1e+03)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-11-05,ACER,Outplant,0,8,5,8,1,"[0,10)",Upper Keys,12
um,um.Bianca,25.83403,-80.10703,2023-07-25,ACER,Outplant,143,0,70,143,0,"[100,1e+03)",Broward-Miami,59
um,um.Bianca,25.83403,-80.10703,2023-12-01,ACER,Outplant,109,4,70,113,0.035398230088495575,"[100,1e+03)",Broward-Miami,59
um,um.Erin's,25.64084,-80.09583,2023-08-10,ACER,Outplant,56,0,20,56,0,"[10,100)",Biscayne,57
um,um.Erin's,25.64084,-80.09583,2023-09-01,ACER,Outplant,50,6,20,56,0.10714285714285714,"[10,100)",Biscayne,57
um,um.Erin's,25.64084,-80.09583,2023-11-10,ACER,Outplant,41,3,16,44,0.06818181818181818,"[10,100)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-08-10,ACER,Outplant,63,0,21,63,0,"[10,100)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-09-01,ACER,Outplant,48,12,20,60,0.2,"[10,100)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-09-30,ACER,Outplant,127,5,20,132,0.03787878787878788,"[100,1e+03)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-11-10,ACER,Outplant,46,2,16,48,0.041666666666666664,"[10,100)",Biscayne,57
um,um.Stag Growth,25.7277,-80.09989,2023-07-25,ACER,Outplant,24,1,14,25,0.04,"[10,100)",Biscayne,60
um,um.Stag Growth,25.7277,-80.09989,2023-10-11,ACER,Outplant,19,6,14,25,0.24,"[10,100)",Biscayne,60
um,um.Yung Growth,25.56453,-80.10496,2023-08-10,ACER,Wild/Outplant,104,0,NA,104,0,"[100,1e+03)",Biscayne,61
um,um.Yung Growth,25.56453,-80.10496,2023-11-10,ACER,Wild/Outplant,6,98,NA,104,0.9423076923076923,"[100,1e+03)",Biscayne,61
usgs,usgs.Brewster Reef,25.56676,-80.09974,2023-08-18,APAL,Outplant,9,0,5,9,0,"[0,10)",Biscayne,61
usgs,usgs.Shadow Reef,25.47775,-80.14088,2023-08-18,APAL,Outplant,0,10,NA,10,1,"[10,100)",Biscayne,58
usgs,usgs.Ball Buoy North,25.31877,-80.18426,2023-08-23,APAL,Outplant,3,5,NA,8,0.625,"[0,10)",Biscayne,23
usgs,usgs.Ball Buoy North,25.31877,-80.18426,2023-11-11,APAL,Outplant,2,7,5,9,0.7777777777777778,"[0,10)",Biscayne,23
usgs,usgs.Brewster Reef,25.56676,-80.09974,2023-11-11,APAL,Outplant,4,5,5,9,0.5555555555555556,"[0,10)",Biscayne,61
usgs,usgs.Pulaski Shoal West (PLW),24.7028,-82.79883,2023-08-15,APAL,Outplant,11,11,8,22,0.5,"[10,100)",Tortugas--Dry Tortugas NP,62
usgs,usgs.Garden Key (GDK),24.62074,-82.8674,2023-08-16,APAL,Outplant,6,6,7,12,0.5,"[10,100)",Tortugas--Dry Tortugas NP,21
usgs,usgs.Garden Key (GDK),24.62074,-82.8674,2023-11-08,APAL,Outplant,0,12,7,12,1,"[10,100)",Tortugas--Dry Tortugas NP,21
usgs,usgs.Pulaski Shoal Light (PLS),24.69355,-82.7728,2023-11-08,APAL,Outplant,0,7,6,7,1,"[0,10)",Tortugas--Dry Tortugas NP,63
usgs,usgs.Pulaski Shoal West (PLW),24.7028,-82.79883,2023-11-08,APAL,Outplant,0,22,8,22,1,"[10,100)",Tortugas--Dry Tortugas NP,62
shedd,shedd.Pulaski Shoal,24.702283,-82.799083,2023-09-09,ACER,Outplant,14,122,NA,136,0.8970588235294118,"[100,1e+03)",Tortugas--Dry Tortugas NP,62
shedd,shedd.Southwest Channel,24.61915,-82.920517,2023-09-09,ACER,Outplant,2,104,NA,106,0.9811320754716981,"[100,1e+03)",Tortugas--Dry Tortugas NP,64
shedd,shedd.Texas Rock,24.681333,-82.890883,2023-09-09,ACER,Outplant,22,136,NA,158,0.8607594936708861,"[100,1e+03)",Tortugas--Dry Tortugas NP,22
shedd,shedd.Pulaski Shoal,24.702283,-82.799083,2023-06-30,ACER,Outplant,180,0,NA,180,0,"[100,1e+03)",Tortugas--Dry Tortugas NP,62
shedd,shedd.Texas Rock,24.681333,-82.890883,2023-06-30,ACER,Outplant,180,0,NA,180,0,"[100,1e+03)",Tortugas--Dry Tortugas NP,22
shedd,shedd.Southwest Channel,24.61915,-82.920517,2023-06-30,ACER,Outplant,180,0,NA,180,0,"[100,1e+03)",Tortugas--Dry Tortugas NP,64
mir,mir.304,25.22749,-80.20625,2024-02-09,ACER,Outplant,36,4,NA,40,0.1,"[10,100)",Upper Keys,1
mir,mir.303,25.2274,-80.20623,2023-08-11,ACER,Outplant,66,2,NA,68,0.029411764705882353,"[10,100)",Upper Keys,1
mir,mir.303,25.227393,-80.206227,2024-03-18,ACER,Outplant,39,2,NA,41,0.04878048780487805,"[10,100)",Upper Keys,1
mir,mir.41,25.22195,-80.21058,2023-08-11,APAL,Outplant,15,2,NA,17,0.11764705882352941,"[10,100)",Upper Keys,1
mir,mir.288,25.22123,-80.21276,2023-08-19,ACER,Outplant,38,21,NA,59,0.3559322033898305,"[10,100)",Upper Keys,1
mir,mir.291,25.22117,-80.21271,2023-08-11,ACER,Outplant,42,6,NA,48,0.125,"[10,100)",Upper Keys,1
mir,mir.67,25.22107,-80.21002,2023-09-22,ACER,Outplant,8,23,NA,31,0.7419354838709677,"[10,100)",Upper Keys,1
mir,mir.67,25.22107,-80.21002,2023-08-11,ACER,Outplant,6,14,NA,20,0.7,"[10,100)",Upper Keys,1
mir,mir.12,25.22106,-80.20998,2023-08-11,ACER,Outplant,6,6,NA,12,0.5,"[10,100)",Upper Keys,1
mir,mir.292,25.22106,-80.21269,2023-08-19,ACER,Outplant,27,16,NA,43,0.37209302325581395,"[10,100)",Upper Keys,1
mir,mir.294,25.22097,-80.21267,2023-08-19,ACER,Outplant,50,16,NA,66,0.24242424242424243,"[10,100)",Upper Keys,1
mir,mir.296,25.220884,-80.212658,2024-03-18,ACER,Outplant,23,31,NA,54,0.5740740740740741,"[10,100)",Upper Keys,1
mir,mir.296,25.22088,-80.21266,2023-09-22,ACER,Outplant,24,55,NA,79,0.6962025316455697,"[10,100)",Upper Keys,1
mir,mir.N19,25.22060903,-80.210413,2024-02-09,ACER,Outplant,0,1,NA,1,1,"[0,10)",Upper Keys,1
mir,mir.N19,25.22060903,-80.210413,2024-02-09,APAL,Outplant,1,21,NA,22,0.9545454545454546,"[10,100)",Upper Keys,1
mir,mir.99,25.22041,-80.2104,2024-02-09,ACER,Outplant,0,60,NA,60,1,"[10,100)",Upper Keys,1
mir,mir.99,25.2203,-80.21047,2023-08-11,ACER,Outplant,9,34,NA,43,0.7906976744186046,"[10,100)",Upper Keys,1
mir,mir.21,25.22011,-80.21108,2023-08-11,APAL,Outplant,13,0,NA,13,0,"[10,100)",Upper Keys,1
mir,mir.21,25.22011,-80.2111,2024-02-09,APAL,Outplant,0,47,NA,47,1,"[10,100)",Upper Keys,1
mir,mir.97,25.22008,-80.21045,2023-09-22,ACER,Outplant,4,112,NA,116,0.9655172413793104,"[100,1e+03)",Upper Keys,1
mir,mir.228,25.21998,-80.21431,2023-08-11,ACER,Outplant,29,10,NA,39,0.2564102564102564,"[10,100)",Upper Keys,1
mir,mir.N18,25.21997,-80.211,2024-02-09,ACER,Outplant,0,6,NA,6,1,"[0,10)",Upper Keys,1
mir,mir.N18,25.21997,-80.211,2024-02-09,APAL,Outplant,0,42,NA,42,1,"[10,100)",Upper Keys,1
mir,mir.61,25.21963,-80.21087,2023-09-22,ACER,Outplant,14,51,NA,65,0.7846153846153846,"[10,100)",Upper Keys,1
mir,mir.61,25.21963,-80.21087,2023-09-22,APAL,Outplant,1,0,NA,1,0,"[0,10)",Upper Keys,1
mir,mir.N16,25.21937404,-80.211244,2024-02-09,ACER,Outplant,0,40,NA,40,1,"[10,100)",Upper Keys,1
mir,mir.N16,25.21937404,-80.211244,2024-02-09,APAL,Outplant,0,51,NA,51,1,"[10,100)",Upper Keys,1
mir,mir.216,25.21779,-80.21831,2023-11-25,ACER,Outplant,0,39,NA,39,1,"[10,100)",Upper Keys,1
mir,mir.272,25.21777,-80.21397,2023-08-11,ACER,Outplant,24,13,NA,37,0.35135135135135137,"[10,100)",Upper Keys,1
mir,mir.N15,25.21221,-80.2174,2024-02-09,APAL,Outplant,0,1,NA,1,1,"[0,10)",Upper Keys,17
mir,mir.360,25.21206,-80.21748,2023-08-12,ACER,Outplant,10,0,NA,10,0,"[10,100)",Upper Keys,17
mir,mir.N14,25.21205,-80.2176,2024-02-09,ACER,Outplant,15,0,NA,15,0,"[10,100)",Upper Keys,17
mir,mir.282,25.21191,-80.21747,2023-08-12,ACER,Outplant,3,3,NA,6,0.5,"[0,10)",Upper Keys,17
mir,mir.282,25.21191,-80.21747,2023-08-12,APAL,Outplant,1,3,NA,4,0.75,"[0,10)",Upper Keys,17
mir,mir.207,25.21133,-80.2178,2024-02-09,ACER,Outplant,5,10,NA,15,0.6666666666666666,"[10,100)",Upper Keys,17
mir,mir.207,25.21133,-80.21786,2023-10-06,ACER,Outplant,5,13,NA,18,0.7222222222222222,"[10,100)",Upper Keys,17
mir,mir.361,25.21021,-80.22026,2023-11-25,ACER,Outplant,0,14,NA,14,1,"[10,100)",Upper Keys,17
mir,mir.N13,25.20967098,-80.218801,2024-02-09,ACER,Outplant,13,37,NA,50,0.74,"[10,100)",Upper Keys,17
mir,mir.N12,25.20959,-80.2188,2024-02-09,ACER,Outplant,25,8,NA,33,0.24242424242424243,"[10,100)",Upper Keys,17
mir,mir.N8,25.20952,-80.2182,2024-02-09,ACER,Outplant,23,0,NA,23,0,"[10,100)",Upper Keys,17
mir,mir.N25,25.20952,-80.2183,2024-02-08,ACER,Outplant,20,52,NA,72,0.7222222222222222,"[10,100)",Upper Keys,17
mir,mir.N24,25.20952,-80.2187,2024-02-09,ACER,Outplant,23,41,NA,64,0.640625,"[10,100)",Upper Keys,17
mir,mir.119,25.20945,-80.21822,2023-10-06,ACER,Outplant,61,14,NA,75,0.18666666666666668,"[10,100)",Upper Keys,17
mir,mir.335,25.20936,-80.21926,2023-08-12,ACER,Outplant,34,13,NA,47,0.2765957446808511,"[10,100)",Upper Keys,17
mir,mir.N17,25.20891803,-80.219406,2024-02-08,ACER,Outplant,10,26,NA,36,0.7222222222222222,"[10,100)",Upper Keys,17
mir,mir.N17,25.20891803,-80.219406,2024-02-08,APAL,Outplant,0,1,NA,1,1,"[0,10)",Upper Keys,17
mir,mir.N7,25.20869,-80.2192,2024-02-08,ACER,Outplant,14,30,NA,44,0.6818181818181818,"[10,100)",Upper Keys,17
mir,mir.N5,25.2084,-80.2194,2024-02-08,ACER,Outplant,33,47,NA,80,0.5875,"[10,100)",Upper Keys,17
mir,mir.N6,25.20839,-80.2192,2024-02-08,ACER,Outplant,13,17,NA,30,0.5666666666666667,"[10,100)",Upper Keys,17
mir,mir.324,25.20837,-80.21914,2024-02-08,ACER,Outplant,18,13,NA,31,0.41935483870967744,"[10,100)",Upper Keys,17
mir,mir.100,25.20837,-80.2194,2024-02-08,ACER,Outplant,6,43,NA,49,0.8775510204081632,"[10,100)",Upper Keys,17
mir,mir.N4,25.20827,-80.2195,2024-02-08,ACER,Outplant,34,22,NA,56,0.39285714285714285,"[10,100)",Upper Keys,17
mir,mir.100,25.20825,-80.21933,2023-10-06,ACER,Outplant,71,12,NA,83,0.14457831325301204,"[10,100)",Upper Keys,17
mir,mir.N9,25.20825,-80.2194,2024-02-08,ACER,Outplant,23,36,NA,59,0.6101694915254238,"[10,100)",Upper Keys,17
mir,mir.N2,25.20731,-80.221,2024-02-08,APAL,Outplant,14,43,NA,57,0.7543859649122807,"[10,100)",Upper Keys,17
mir,mir.148,25.20718,-80.22118,2023-08-12,APAL,Outplant,54,7,NA,61,0.11475409836065574,"[10,100)",Upper Keys,17
mir,mir.274,25.20686,-80.22075,2023-08-12,ACER,Outplant,11,28,NA,39,0.717948717948718,"[10,100)",Upper Keys,17
mir,mir.145,25.20669,-80.22089,2023-08-12,ACER,Outplant,27,5,NA,32,0.15625,"[10,100)",Upper Keys,17
mir,mir.149,25.20652,-80.22102,2023-08-12,ACER,Outplant,28,39,NA,67,0.582089552238806,"[10,100)",Upper Keys,17
mir,mir.N11,25.20606902,-80.221236,2024-02-08,APAL,Outplant,19,51,NA,70,0.7285714285714285,"[10,100)",Upper Keys,17
mir,mir.340,25.14017,-80.29487,2024-02-09,ACER,Outplant,0,36,NA,36,1,"[10,100)",Upper Keys,12
mir,mir.340,25.14017,-80.29487,2023-08-18,ACER,Outplant,2,80,NA,82,0.975609756097561,"[10,100)",Upper Keys,12
mir,mir.350,25.14017,-80.29498,2024-02-09,ACER,Outplant,0,40,NA,40,1,"[10,100)",Upper Keys,12
mir,mir.350,25.14017,-80.29498,2023-08-18,ACER,Outplant,6,80,NA,86,0.9302325581395349,"[10,100)",Upper Keys,12
mir,mir.57,25.13989,-80.29407,2023-08-18,APAL,Outplant,10,76,NA,86,0.8837209302325582,"[10,100)",Upper Keys,12
mir,mir.57,25.13989,-80.29407,2024-02-09,APAL,Outplant,0,89,NA,89,1,"[10,100)",Upper Keys,12
mir,mir.N21,25.13984,-80.2939,2024-02-09,ACER,Outplant,13,64,NA,77,0.8311688311688312,"[10,100)",Upper Keys,12
mir,mir.314,24.90038,-80.61741,2023-08-13,ACER,Outplant,0,45,NA,45,1,"[10,100)",Middle Keys,65
mir,mir.314,24.90038,-80.61741,2023-08-18,ACER,Outplant,0,79,NA,79,1,"[10,100)",Middle Keys,65
mir,mir.286,24.90038,-80.61756,2023-08-18,ACER,Outplant,0,76,NA,76,1,"[10,100)",Middle Keys,65
mir,mir.287,24.90038,-80.61765,2023-09-20,ACER,Outplant,0,66,NA,66,1,"[10,100)",Middle Keys,65
mir,mir.51,24.62647,-81.11008,2023-08-14,ACER,Outplant,1,22,NA,23,0.9565217391304348,"[10,100)",Middle Keys,5
mir,mir.51,24.62647,-81.11008,2023-08-14,APAL,Outplant,0,18,NA,18,1,"[10,100)",Middle Keys,5
mir,mir.51,24.62647,-81.11008,2024-02-12,ACER,Outplant,0,7,NA,7,1,"[0,10)",Middle Keys,5
mir,mir.51,24.62647,-81.11008,2024-02-12,APAL,Outplant,0,30,NA,30,1,"[10,100)",Middle Keys,5
mir,mir.362,24.6264,-81.10957,2023-08-14,APAL,Outplant,11,16,NA,27,0.5925925925925926,"[10,100)",Middle Keys,5
mir,mir.329,24.62621,-81.10946,2024-02-12,ACER,Outplant,0,8,NA,8,1,"[0,10)",Middle Keys,5
mir,mir.329,24.62621,-81.10946,2024-02-12,APAL,Outplant,0,23,NA,23,1,"[10,100)",Middle Keys,5
mir,mir.329,24.62621,-81.10946,2023-08-14,ACER,Outplant,15,45,NA,60,0.75,"[10,100)",Middle Keys,5
mir,mir.53,24.6262,-81.11026,2023-08-14,APAL,Outplant,0,9,NA,9,1,"[0,10)",Middle Keys,5
mir,mir.358,24.62617,-81.11004,2023-08-14,ACER,Outplant,12,42,NA,54,0.7777777777777778,"[10,100)",Middle Keys,5
mir,mir.358,24.62617,-81.11004,2024-02-12,ACER,Outplant,0,56,NA,56,1,"[10,100)",Middle Keys,5
mir,mir.215,24.6261,-81.1104,2023-08-14,ACER,Outplant,2,63,NA,65,0.9692307692307692,"[10,100)",Middle Keys,5
mir,mir.215,24.6261,-81.1104,2024-02-12,ACER,Outplant,0,63,NA,63,1,"[10,100)",Middle Keys,5
mir,mir.23,24.62598,-81.10987,2023-08-14,ACER,Outplant,17,26,NA,43,0.6046511627906976,"[10,100)",Middle Keys,5
mir,mir.264,24.62595,-81.11071,2023-08-14,APAL,Outplant,0,78,NA,78,1,"[10,100)",Middle Keys,5
mir,mir.Strat Site,24.62589,-81.11052,2023-08-14,ACER,Outplant,2,74,NA,76,0.9736842105263158,"[10,100)",Middle Keys,5
mir,mir.185,24.62588,-81.11075,2024-02-12,APAL,Outplant,0,6,NA,6,1,"[0,10)",Middle Keys,5
mir,mir.N1,24.62583,-81.11063,2024-02-12,APAL,Outplant,1,5,NA,6,0.8333333333333334,"[0,10)",Middle Keys,5
mir,mir.N22,24.62573,-81.1107,2024-02-12,APAL,Outplant,0,10,NA,10,1,"[10,100)",Middle Keys,5
mir,mir.91,24.6256,-81.11092,2023-08-14,ACER,Outplant,0,86,NA,86,1,"[10,100)",Middle Keys,5
mir,mir.251,24.62552,-81.11157,2023-08-14,ACER,Outplant,14,10,NA,24,0.4166666666666667,"[10,100)",Middle Keys,5
mir,mir.251,24.62552,-81.11157,2024-02-12,ACER,Outplant,0,29,NA,29,1,"[10,100)",Middle Keys,5
mir,mir.275,24.62543,-81.1115,2024-02-12,ACER,Outplant,0,28,NA,28,1,"[10,100)",Middle Keys,5
mir,mir.275,24.62543,-81.1115,2024-02-12,APAL,Outplant,0,36,NA,36,1,"[10,100)",Middle Keys,5
mir,mir.275,24.62543,-81.1115,2023-08-14,ACER,Outplant,6,37,NA,43,0.8604651162790697,"[10,100)",Middle Keys,5
mir,mir.275,24.62543,-81.1115,2023-08-14,APAL,Outplant,1,64,NA,65,0.9846153846153847,"[10,100)",Middle Keys,5
mir,mir.N23,24.62532,-81.11178,2024-02-12,APAL,Outplant,2,8,NA,10,0.8,"[10,100)",Middle Keys,5
mir,mir.87,24.61504,-81.39368,2023-08-17,ACER,Outplant,0,50,NA,50,1,"[10,100)",Lower Keys,3
mir,mir.166,24.61477,-81.37926,2023-08-17,ACER,Outplant,0,20,NA,20,1,"[10,100)",Lower Keys,3
mir,mir.309,24.61434,-81.38223,2023-08-17,ACER,Outplant,0,60,NA,60,1,"[10,100)",Lower Keys,3
mir,mir.222,24.54708,-81.40182,2023-08-16,APAL,Outplant,0,21,NA,21,1,"[10,100)",Lower Keys,6
mir,mir.160,24.54675,-81.4019,2023-10-09,APAL,Outplant,0,33,NA,33,1,"[10,100)",Lower Keys,6
mir,mir.256,24.54673,-81.40155,2023-08-16,ACER,Outplant,12,20,NA,32,0.625,"[10,100)",Lower Keys,6
mir,mir.19,24.54672,-81.40321,2024-02-12,APAL,Outplant,0,24,NA,24,1,"[10,100)",Lower Keys,6
mir,mir.19,24.54672,-81.40321,2023-08-16,APAL,Outplant,2,16,NA,18,0.8888888888888888,"[10,100)",Lower Keys,6
mir,mir.144,24.54659,-81.402,2023-10-09,ACER,Outplant,0,4,NA,4,1,"[0,10)",Lower Keys,6
mir,mir.144,24.54659,-81.402,2023-10-09,APAL,Outplant,0,4,NA,4,1,"[0,10)",Lower Keys,6
mir,mir.64,24.54654,-81.40187,2023-08-16,ACER,Outplant,26,2,NA,28,0.07142857142857142,"[10,100)",Lower Keys,6
mir,mir.64,24.54654,-81.40187,2024-02-12,ACER,Outplant,0,44,NA,44,1,"[10,100)",Lower Keys,6
mir,mir.111,24.54654,-81.40408,2023-08-16,APAL,Outplant,6,51,NA,57,0.8947368421052632,"[10,100)",Lower Keys,6
mir,mir.111,24.54654,-81.40408,2024-02-12,APAL,Outplant,0,68,NA,68,1,"[10,100)",Lower Keys,6
mir,mir.318,24.54653,-81.4037,2023-10-09,ACER,Outplant,0,52,NA,52,1,"[10,100)",Lower Keys,6
